account_id,rule,alert_amount,alert_details,transaction_count
C1197939193,VELOCITY_SPIKE,1005955.5,"Sender total of $1005955.5 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1208098630,VELOCITY_SPIKE,1156899.53,"Sender total of $1156899.53 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1216137912,VELOCITY_SPIKE,1829604.47,"Sender total of $1829604.47 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1221138730,VELOCITY_SPIKE,2340209.65,"Sender total of $2340209.65 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1255901219,VELOCITY_SPIKE,8239386.7700000005,"Sender total of $8239386.77 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C125799853,VELOCITY_SPIKE,1661543.8699999999,"Sender total of $1661543.87 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1258665794,VELOCITY_SPIKE,1184038.22,"Sender total of $1184038.22 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1264023677,VELOCITY_SPIKE,1116818.06,"Sender total of $1116818.06 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1270394048,VELOCITY_SPIKE,1255017.77,"Sender total of $1255017.77 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1275840855,VELOCITY_SPIKE,3290532.39,"Sender total of $3290532.39 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1286849685,VELOCITY_SPIKE,1608414.4100000001,"Sender total of $1608414.41 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1291974436,VELOCITY_SPIKE,2013896.59,"Sender total of $2013896.59 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1292071977,VELOCITY_SPIKE,1048032.18,"Sender total of $1048032.18 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1314700099,VELOCITY_SPIKE,2605680.58,"Sender total of $2605680.58 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1317020957,VELOCITY_SPIKE,1192347.44,"Sender total of $1192347.44 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1320481595,VELOCITY_SPIKE,3268858.07,"Sender total of $3268858.07 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1322202354,VELOCITY_SPIKE,1654074.0899999999,"Sender total of $1654074.09 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1326807568,VELOCITY_SPIKE,1656508.47,"Sender total of $1656508.47 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C133857826,VELOCITY_SPIKE,1089563.57,"Sender total of $1089563.57 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1343875506,VELOCITY_SPIKE,1760812.46,"Sender total of $1760812.46 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1373834487,VELOCITY_SPIKE,3165209.9,"Sender total of $3165209.9 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1376588103,VELOCITY_SPIKE,1650951.6,"Sender total of $1650951.6 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1408209930,VELOCITY_SPIKE,1895470.38,"Sender total of $1895470.38 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1426679482,VELOCITY_SPIKE,1178103.6,"Sender total of $1178103.6 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1449325492,VELOCITY_SPIKE,998699.3999999999,"Sender total of $998699.4 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1450089041,VELOCITY_SPIKE,2109690.3200000003,"Sender total of $2109690.32 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1492962755,VELOCITY_SPIKE,1554497.3,"Sender total of $1554497.3 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1493903724,VELOCITY_SPIKE,1923495.29,"Sender total of $1923495.29 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1494691984,VELOCITY_SPIKE,1217708.3499999999,"Sender total of $1217708.35 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1500702169,VELOCITY_SPIKE,1263396.1600000001,"Sender total of $1263396.16 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1507855514,VELOCITY_SPIKE,1092695.46,"Sender total of $1092695.46 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1519577654,VELOCITY_SPIKE,3580429.78,"Sender total of $3580429.78 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1527160232,VELOCITY_SPIKE,1021594.9199999999,"Sender total of $1021594.92 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1533871698,VELOCITY_SPIKE,2794053.59,"Sender total of $2794053.59 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1555086607,VELOCITY_SPIKE,1136640.47,"Sender total of $1136640.47 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1566443123,VELOCITY_SPIKE,1821729.8599999999,"Sender total of $1821729.86 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1568634958,VELOCITY_SPIKE,1666437.2200000002,"Sender total of $1666437.22 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1573323570,VELOCITY_SPIKE,994619.29,"Sender total of $994619.29 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1580433697,VELOCITY_SPIKE,1495984.51,"Sender total of $1495984.51 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1586134436,VELOCITY_SPIKE,1710804.0899999999,"Sender total of $1710804.09 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1587062469,VELOCITY_SPIKE,1604280.58,"Sender total of $1604280.58 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1613461249,VELOCITY_SPIKE,1414734.71,"Sender total of $1414734.71 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C163217219,VELOCITY_SPIKE,8976509.799999999,"Sender total of $8976509.8 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1634254293,VELOCITY_SPIKE,1277283.69,"Sender total of $1277283.69 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1642603560,VELOCITY_SPIKE,1447357.93,"Sender total of $1447357.93 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1645047159,VELOCITY_SPIKE,972829.9299999999,"Sender total of $972829.93 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1652119261,VELOCITY_SPIKE,2243820.9099999997,"Sender total of $2243820.91 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1663399219,VELOCITY_SPIKE,1061267.1,"Sender total of $1061267.1 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1666165344,VELOCITY_SPIKE,1179011.02,"Sender total of $1179011.02 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1674410091,VELOCITY_SPIKE,1755513.5099999998,"Sender total of $1755513.51 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1674581127,VELOCITY_SPIKE,4918261.4,"Sender total of $4918261.4 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1680697412,VELOCITY_SPIKE,1158034.73,"Sender total of $1158034.73 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1706882975,VELOCITY_SPIKE,2183765.17,"Sender total of $2183765.17 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C170843146,VELOCITY_SPIKE,1078492.57,"Sender total of $1078492.57 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1726185852,VELOCITY_SPIKE,1886402.16,"Sender total of $1886402.16 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1729394025,VELOCITY_SPIKE,1004010.5,"Sender total of $1004010.5 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1731491964,VELOCITY_SPIKE,1779633.63,"Sender total of $1779633.63 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1741076564,VELOCITY_SPIKE,39137326.35,"Sender total of $39137326.35 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1741127261,VELOCITY_SPIKE,1246666.6400000001,"Sender total of $1246666.64 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1755335200,VELOCITY_SPIKE,1424151.21,"Sender total of $1424151.21 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1761144927,VELOCITY_SPIKE,3656143.73,"Sender total of $3656143.73 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1775459867,VELOCITY_SPIKE,1051231.15,"Sender total of $1051231.15 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1804228729,VELOCITY_SPIKE,1048040.6100000001,"Sender total of $1048040.61 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C180571855,VELOCITY_SPIKE,983178.51,"Sender total of $983178.51 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1808834208,VELOCITY_SPIKE,1241455.56,"Sender total of $1241455.56 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1812498636,VELOCITY_SPIKE,3341222.62,"Sender total of $3341222.62 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1827831859,VELOCITY_SPIKE,3584990.8499999996,"Sender total of $3584990.85 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1836651658,VELOCITY_SPIKE,1665166.72,"Sender total of $1665166.72 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1837511542,VELOCITY_SPIKE,8167613.59,"Sender total of $8167613.59 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1840223033,VELOCITY_SPIKE,1690439.65,"Sender total of $1690439.65 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1841367152,VELOCITY_SPIKE,1185862.86,"Sender total of $1185862.86 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1854008477,VELOCITY_SPIKE,1122891.23,"Sender total of $1122891.23 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1876692743,VELOCITY_SPIKE,1208885.84,"Sender total of $1208885.84 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1885333477,VELOCITY_SPIKE,974415.93,"Sender total of $974415.93 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1886544249,VELOCITY_SPIKE,15016660.66,"Sender total of $15016660.66 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1900035261,VELOCITY_SPIKE,8167588.16,"Sender total of $8167588.16 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1906181934,VELOCITY_SPIKE,1000755.67,"Sender total of $1000755.67 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1910840764,VELOCITY_SPIKE,986731.26,"Sender total of $986731.26 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1912085821,VELOCITY_SPIKE,1866725.6500000001,"Sender total of $1866725.65 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1913312301,VELOCITY_SPIKE,1249352.84,"Sender total of $1249352.84 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1928194597,VELOCITY_SPIKE,1853932.9,"Sender total of $1853932.9 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1929818755,VELOCITY_SPIKE,1210927.23,"Sender total of $1210927.23 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1935481284,VELOCITY_SPIKE,2649522.83,"Sender total of $2649522.83 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1937148889,VELOCITY_SPIKE,1197747.43,"Sender total of $1197747.43 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1938412809,VELOCITY_SPIKE,1091236.67,"Sender total of $1091236.67 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1959217095,VELOCITY_SPIKE,1436825.58,"Sender total of $1436825.58 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1959234152,VELOCITY_SPIKE,1314444.32,"Sender total of $1314444.32 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1967217926,VELOCITY_SPIKE,1119683.58,"Sender total of $1119683.58 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1980711244,VELOCITY_SPIKE,1093461.06,"Sender total of $1093461.06 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C198344877,VELOCITY_SPIKE,1243183.04,"Sender total of $1243183.04 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1988205387,VELOCITY_SPIKE,1164496.66,"Sender total of $1164496.66 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1988597539,VELOCITY_SPIKE,2961712.92,"Sender total of $2961712.92 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1991548082,VELOCITY_SPIKE,1252013.74,"Sender total of $1252013.74 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1991760030,VELOCITY_SPIKE,1019279.54,"Sender total of $1019279.54 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C1995120350,VELOCITY_SPIKE,1172416.51,"Sender total of $1172416.51 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C2004363483,VELOCITY_SPIKE,1300743.1199999999,"Sender total of $1300743.12 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C2009865645,VELOCITY_SPIKE,1502073.14,"Sender total of $1502073.14 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C2041919978,VELOCITY_SPIKE,1113882.82,"Sender total of $1113882.82 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C2053853369,VELOCITY_SPIKE,1428148.05,"Sender total of $1428148.05 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C2054218084,VELOCITY_SPIKE,960939.55,"Sender total of $960939.55 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C2055027956,VELOCITY_SPIKE,1574809.02,"Sender total of $1574809.02 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C2063296720,VELOCITY_SPIKE,1182632.78,"Sender total of $1182632.78 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C2076561122,VELOCITY_SPIKE,2073993.01,"Sender total of $2073993.01 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C2102401176,VELOCITY_SPIKE,1059058.85,"Sender total of $1059058.85 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C2108020763,VELOCITY_SPIKE,2991334.2600000002,"Sender total of $2991334.26 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C2129095073,VELOCITY_SPIKE,1087987.22,"Sender total of $1087987.22 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C2135469229,VELOCITY_SPIKE,1985916.6900000002,"Sender total of $1985916.69 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C2145262239,VELOCITY_SPIKE,1611507.96,"Sender total of $1611507.96 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C218520760,VELOCITY_SPIKE,8922351.760000002,"Sender total of $8922351.76 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C2202535,VELOCITY_SPIKE,1975461.0,"Sender total of $1975461.0 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C228353749,VELOCITY_SPIKE,2068339.3499999999,"Sender total of $2068339.35 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C230811728,VELOCITY_SPIKE,1803128.8199999998,"Sender total of $1803128.82 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C256397271,VELOCITY_SPIKE,46369901.83,"Sender total of $46369901.83 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C261533385,VELOCITY_SPIKE,1272097.17,"Sender total of $1272097.17 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C270268150,VELOCITY_SPIKE,1082264.72,"Sender total of $1082264.72 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C276596685,VELOCITY_SPIKE,1050632.3499999999,"Sender total of $1050632.35 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C280804885,VELOCITY_SPIKE,1581637.24,"Sender total of $1581637.24 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C283180925,VELOCITY_SPIKE,6623466.720000001,"Sender total of $6623466.72 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C286721853,VELOCITY_SPIKE,1337195.19,"Sender total of $1337195.19 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C287123496,VELOCITY_SPIKE,1564034.3599999999,"Sender total of $1564034.36 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C291338404,VELOCITY_SPIKE,1246086.3900000001,"Sender total of $1246086.39 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C303358402,VELOCITY_SPIKE,1785664.8900000001,"Sender total of $1785664.89 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C313836882,VELOCITY_SPIKE,1151363.03,"Sender total of $1151363.03 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C316656451,VELOCITY_SPIKE,10321310.2,"Sender total of $10321310.2 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C32179658,VELOCITY_SPIKE,1979659.13,"Sender total of $1979659.13 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C324124707,VELOCITY_SPIKE,2323851.35,"Sender total of $2323851.35 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C339955034,VELOCITY_SPIKE,2026988.6,"Sender total of $2026988.6 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C35005848,VELOCITY_SPIKE,2293392.38,"Sender total of $2293392.38 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C371791790,VELOCITY_SPIKE,10054537.27,"Sender total of $10054537.27 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C372045487,VELOCITY_SPIKE,1303623.23,"Sender total of $1303623.23 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C372341277,VELOCITY_SPIKE,1400695.0899999999,"Sender total of $1400695.09 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C374097252,VELOCITY_SPIKE,1625652.0499999998,"Sender total of $1625652.05 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C386037606,VELOCITY_SPIKE,6843419.1,"Sender total of $6843419.1 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C389626503,VELOCITY_SPIKE,1058620.8900000001,"Sender total of $1058620.89 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C397528925,VELOCITY_SPIKE,1518566.9100000001,"Sender total of $1518566.91 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C402179883,VELOCITY_SPIKE,997899.1000000001,"Sender total of $997899.1 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C40253038,VELOCITY_SPIKE,2129704.93,"Sender total of $2129704.93 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C406954872,VELOCITY_SPIKE,1292494.07,"Sender total of $1292494.07 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C414996926,VELOCITY_SPIKE,992567.28,"Sender total of $992567.28 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C417961040,VELOCITY_SPIKE,1985210.81,"Sender total of $1985210.81 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C442810010,VELOCITY_SPIKE,4753687.699999999,"Sender total of $4753687.7 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C445118210,VELOCITY_SPIKE,3924447.46,"Sender total of $3924447.46 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C46529158,VELOCITY_SPIKE,1070668.88,"Sender total of $1070668.88 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C472638499,VELOCITY_SPIKE,1595353.74,"Sender total of $1595353.74 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C473570228,VELOCITY_SPIKE,1284505.0899999999,"Sender total of $1284505.09 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C510512793,VELOCITY_SPIKE,1014761.9700000001,"Sender total of $1014761.97 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C512937917,VELOCITY_SPIKE,1241060.08,"Sender total of $1241060.08 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C514772704,VELOCITY_SPIKE,1077977.21,"Sender total of $1077977.21 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C518383312,VELOCITY_SPIKE,5651844.88,"Sender total of $5651844.88 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C524686882,VELOCITY_SPIKE,3903011.87,"Sender total of $3903011.87 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C532903401,VELOCITY_SPIKE,2541225.48,"Sender total of $2541225.48 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C538927192,VELOCITY_SPIKE,2898677.24,"Sender total of $2898677.24 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C545315117,VELOCITY_SPIKE,2482103.4699999997,"Sender total of $2482103.47 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C554925674,VELOCITY_SPIKE,10020916.14,"Sender total of $10020916.14 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C555328293,VELOCITY_SPIKE,956212.37,"Sender total of $956212.37 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C556282163,VELOCITY_SPIKE,1890924.5499999998,"Sender total of $1890924.55 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C559974438,VELOCITY_SPIKE,996788.36,"Sender total of $996788.36 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C569000276,VELOCITY_SPIKE,1063167.1,"Sender total of $1063167.1 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C580355387,VELOCITY_SPIKE,1073842.12,"Sender total of $1073842.12 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C58156835,VELOCITY_SPIKE,1184481.57,"Sender total of $1184481.57 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C61156357,VELOCITY_SPIKE,1070618.41,"Sender total of $1070618.41 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C613232603,VELOCITY_SPIKE,2307547.5500000003,"Sender total of $2307547.55 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C629989991,VELOCITY_SPIKE,2601282.95,"Sender total of $2601282.95 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C635739031,VELOCITY_SPIKE,2199793.63,"Sender total of $2199793.63 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C640806491,VELOCITY_SPIKE,6751538.0,"Sender total of $6751538.0 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C683822340,VELOCITY_SPIKE,1175909.31,"Sender total of $1175909.31 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C688001520,VELOCITY_SPIKE,1304593.85,"Sender total of $1304593.85 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C688384856,VELOCITY_SPIKE,1219932.56,"Sender total of $1219932.56 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C689292573,VELOCITY_SPIKE,992990.44,"Sender total of $992990.44 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C706464557,VELOCITY_SPIKE,1004749.1000000001,"Sender total of $1004749.1 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C729186631,VELOCITY_SPIKE,1370339.4,"Sender total of $1370339.4 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C732074792,VELOCITY_SPIKE,1676987.52,"Sender total of $1676987.52 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C738183845,VELOCITY_SPIKE,1954369.71,"Sender total of $1954369.71 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C742024395,VELOCITY_SPIKE,1257056.58,"Sender total of $1257056.58 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
C747405268,VELOCITY_SPIKE,1022598.29,"Sender total of $1022598.29 exceeds the 95th percentile threshold of $955,791.02 across 2 transactions",2
