account_id,rule,alert_amount,alert_details,transaction_count
C1573323570,VELOCITY_SPIKE,994619.29,Sender exceeds 95th percentile threshold across 2 transactions,2
C1580433697,VELOCITY_SPIKE,1495984.51,Sender exceeds 95th percentile threshold across 2 transactions,2
C1586134436,VELOCITY_SPIKE,1710804.0899999999,Sender exceeds 95th percentile threshold across 2 transactions,2
C1587062469,VELOCITY_SPIKE,1604280.58,Sender exceeds 95th percentile threshold across 2 transactions,2
C1613461249,VELOCITY_SPIKE,1414734.71,Sender exceeds 95th percentile threshold across 2 transactions,2
C163217219,VELOCITY_SPIKE,8976509.799999999,Sender exceeds 95th percentile threshold across 2 transactions,2
C1634254293,VELOCITY_SPIKE,1277283.69,Sender exceeds 95th percentile threshold across 2 transactions,2
C1642603560,VELOCITY_SPIKE,1447357.93,Sender exceeds 95th percentile threshold across 2 transactions,2
C1645047159,VELOCITY_SPIKE,972829.9299999999,Sender exceeds 95th percentile threshold across 2 transactions,2
C1652119261,VELOCITY_SPIKE,2243820.9099999997,Sender exceeds 95th percentile threshold across 2 transactions,2
C1663399219,VELOCITY_SPIKE,1061267.1,Sender exceeds 95th percentile threshold across 2 transactions,2
C1666165344,VELOCITY_SPIKE,1179011.02,Sender exceeds 95th percentile threshold across 2 transactions,2
C1674410091,VELOCITY_SPIKE,1755513.5099999998,Sender exceeds 95th percentile threshold across 2 transactions,2
C1674581127,VELOCITY_SPIKE,4918261.4,Sender exceeds 95th percentile threshold across 2 transactions,2
C1680697412,VELOCITY_SPIKE,1158034.73,Sender exceeds 95th percentile threshold across 2 transactions,2
C1706882975,VELOCITY_SPIKE,2183765.17,Sender exceeds 95th percentile threshold across 2 transactions,2
C170843146,VELOCITY_SPIKE,1078492.57,Sender exceeds 95th percentile threshold across 2 transactions,2
C1726185852,VELOCITY_SPIKE,1886402.16,Sender exceeds 95th percentile threshold across 2 transactions,2
C1729394025,VELOCITY_SPIKE,1004010.5,Sender exceeds 95th percentile threshold across 2 transactions,2
C1731491964,VELOCITY_SPIKE,1779633.63,Sender exceeds 95th percentile threshold across 2 transactions,2
C1741076564,VELOCITY_SPIKE,39137326.35,Sender exceeds 95th percentile threshold across 2 transactions,2
C1741127261,VELOCITY_SPIKE,1246666.6400000001,Sender exceeds 95th percentile threshold across 2 transactions,2
C1755335200,VELOCITY_SPIKE,1424151.21,Sender exceeds 95th percentile threshold across 2 transactions,2
C1761144927,VELOCITY_SPIKE,3656143.73,Sender exceeds 95th percentile threshold across 2 transactions,2
C1775459867,VELOCITY_SPIKE,1051231.15,Sender exceeds 95th percentile threshold across 2 transactions,2
C1804228729,VELOCITY_SPIKE,1048040.6100000001,Sender exceeds 95th percentile threshold across 2 transactions,2
C180571855,VELOCITY_SPIKE,983178.51,Sender exceeds 95th percentile threshold across 2 transactions,2
C1808834208,VELOCITY_SPIKE,1241455.56,Sender exceeds 95th percentile threshold across 2 transactions,2
C1812498636,VELOCITY_SPIKE,3341222.62,Sender exceeds 95th percentile threshold across 2 transactions,2
C1827831859,VELOCITY_SPIKE,3584990.8499999996,Sender exceeds 95th percentile threshold across 2 transactions,2
C1836651658,VELOCITY_SPIKE,1665166.72,Sender exceeds 95th percentile threshold across 2 transactions,2
C1837511542,VELOCITY_SPIKE,8167613.59,Sender exceeds 95th percentile threshold across 2 transactions,2
C1840223033,VELOCITY_SPIKE,1690439.65,Sender exceeds 95th percentile threshold across 2 transactions,2
C1841367152,VELOCITY_SPIKE,1185862.86,Sender exceeds 95th percentile threshold across 2 transactions,2
C1854008477,VELOCITY_SPIKE,1122891.23,Sender exceeds 95th percentile threshold across 2 transactions,2
C1876692743,VELOCITY_SPIKE,1208885.84,Sender exceeds 95th percentile threshold across 2 transactions,2
C1885333477,VELOCITY_SPIKE,974415.93,Sender exceeds 95th percentile threshold across 2 transactions,2
C1886544249,VELOCITY_SPIKE,15016660.66,Sender exceeds 95th percentile threshold across 2 transactions,2
C1900035261,VELOCITY_SPIKE,8167588.16,Sender exceeds 95th percentile threshold across 2 transactions,2
C1906181934,VELOCITY_SPIKE,1000755.67,Sender exceeds 95th percentile threshold across 2 transactions,2
C1910840764,VELOCITY_SPIKE,986731.26,Sender exceeds 95th percentile threshold across 2 transactions,2
C1912085821,VELOCITY_SPIKE,1866725.6500000001,Sender exceeds 95th percentile threshold across 2 transactions,2
C1913312301,VELOCITY_SPIKE,1249352.84,Sender exceeds 95th percentile threshold across 2 transactions,2
C1928194597,VELOCITY_SPIKE,1853932.9,Sender exceeds 95th percentile threshold across 2 transactions,2
C1929818755,VELOCITY_SPIKE,1210927.23,Sender exceeds 95th percentile threshold across 2 transactions,2
C1935481284,VELOCITY_SPIKE,2649522.83,Sender exceeds 95th percentile threshold across 2 transactions,2
C1937148889,VELOCITY_SPIKE,1197747.43,Sender exceeds 95th percentile threshold across 2 transactions,2
C1938412809,VELOCITY_SPIKE,1091236.67,Sender exceeds 95th percentile threshold across 2 transactions,2
C1959217095,VELOCITY_SPIKE,1436825.58,Sender exceeds 95th percentile threshold across 2 transactions,2
C1959234152,VELOCITY_SPIKE,1314444.32,Sender exceeds 95th percentile threshold across 2 transactions,2
C1967217926,VELOCITY_SPIKE,1119683.58,Sender exceeds 95th percentile threshold across 2 transactions,2
C1980711244,VELOCITY_SPIKE,1093461.06,Sender exceeds 95th percentile threshold across 2 transactions,2
C198344877,VELOCITY_SPIKE,1243183.04,Sender exceeds 95th percentile threshold across 2 transactions,2
C1988205387,VELOCITY_SPIKE,1164496.66,Sender exceeds 95th percentile threshold across 2 transactions,2
C1988597539,VELOCITY_SPIKE,2961712.92,Sender exceeds 95th percentile threshold across 2 transactions,2
C1991548082,VELOCITY_SPIKE,1252013.74,Sender exceeds 95th percentile threshold across 2 transactions,2
C1991760030,VELOCITY_SPIKE,1019279.54,Sender exceeds 95th percentile threshold across 2 transactions,2
C1995120350,VELOCITY_SPIKE,1172416.51,Sender exceeds 95th percentile threshold across 2 transactions,2
C2004363483,VELOCITY_SPIKE,1300743.1199999999,Sender exceeds 95th percentile threshold across 2 transactions,2
C2009865645,VELOCITY_SPIKE,1502073.14,Sender exceeds 95th percentile threshold across 2 transactions,2
C2041919978,VELOCITY_SPIKE,1113882.82,Sender exceeds 95th percentile threshold across 2 transactions,2
C2053853369,VELOCITY_SPIKE,1428148.05,Sender exceeds 95th percentile threshold across 2 transactions,2
C2054218084,VELOCITY_SPIKE,960939.55,Sender exceeds 95th percentile threshold across 2 transactions,2
C2055027956,VELOCITY_SPIKE,1574809.02,Sender exceeds 95th percentile threshold across 2 transactions,2
C2063296720,VELOCITY_SPIKE,1182632.78,Sender exceeds 95th percentile threshold across 2 transactions,2
C2076561122,VELOCITY_SPIKE,2073993.01,Sender exceeds 95th percentile threshold across 2 transactions,2
C2102401176,VELOCITY_SPIKE,1059058.85,Sender exceeds 95th percentile threshold across 2 transactions,2
C2108020763,VELOCITY_SPIKE,2991334.2600000002,Sender exceeds 95th percentile threshold across 2 transactions,2
C2129095073,VELOCITY_SPIKE,1087987.22,Sender exceeds 95th percentile threshold across 2 transactions,2
C2135469229,VELOCITY_SPIKE,1985916.6900000002,Sender exceeds 95th percentile threshold across 2 transactions,2
C2145262239,VELOCITY_SPIKE,1611507.96,Sender exceeds 95th percentile threshold across 2 transactions,2
C218520760,VELOCITY_SPIKE,8922351.760000002,Sender exceeds 95th percentile threshold across 2 transactions,2
C2202535,VELOCITY_SPIKE,1975461.0,Sender exceeds 95th percentile threshold across 2 transactions,2
C228353749,VELOCITY_SPIKE,2068339.3499999999,Sender exceeds 95th percentile threshold across 2 transactions,2
C230811728,VELOCITY_SPIKE,1803128.8199999998,Sender exceeds 95th percentile threshold across 2 transactions,2
C256397271,VELOCITY_SPIKE,46369901.83,Sender exceeds 95th percentile threshold across 2 transactions,2
C261533385,VELOCITY_SPIKE,1272097.17,Sender exceeds 95th percentile threshold across 2 transactions,2
C270268150,VELOCITY_SPIKE,1082264.72,Sender exceeds 95th percentile threshold across 2 transactions,2
C276596685,VELOCITY_SPIKE,1050632.3499999999,Sender exceeds 95th percentile threshold across 2 transactions,2
C280804885,VELOCITY_SPIKE,1581637.24,Sender exceeds 95th percentile threshold across 2 transactions,2
C283180925,VELOCITY_SPIKE,6623466.720000001,Sender exceeds 95th percentile threshold across 2 transactions,2
C286721853,VELOCITY_SPIKE,1337195.19,Sender exceeds 95th percentile threshold across 2 transactions,2
C287123496,VELOCITY_SPIKE,1564034.3599999999,Sender exceeds 95th percentile threshold across 2 transactions,2
C291338404,VELOCITY_SPIKE,1246086.3900000001,Sender exceeds 95th percentile threshold across 2 transactions,2
C303358402,VELOCITY_SPIKE,1785664.8900000001,Sender exceeds 95th percentile threshold across 2 transactions,2
C313836882,VELOCITY_SPIKE,1151363.03,Sender exceeds 95th percentile threshold across 2 transactions,2
C316656451,VELOCITY_SPIKE,10321310.2,Sender exceeds 95th percentile threshold across 2 transactions,2
C32179658,VELOCITY_SPIKE,1979659.13,Sender exceeds 95th percentile threshold across 2 transactions,2
C324124707,VELOCITY_SPIKE,2323851.35,Sender exceeds 95th percentile threshold across 2 transactions,2
C339955034,VELOCITY_SPIKE,2026988.6,Sender exceeds 95th percentile threshold across 2 transactions,2
C35005848,VELOCITY_SPIKE,2293392.38,Sender exceeds 95th percentile threshold across 2 transactions,2
C371791790,VELOCITY_SPIKE,10054537.27,Sender exceeds 95th percentile threshold across 2 transactions,2
C372045487,VELOCITY_SPIKE,1303623.23,Sender exceeds 95th percentile threshold across 2 transactions,2
C372341277,VELOCITY_SPIKE,1400695.0899999999,Sender exceeds 95th percentile threshold across 2 transactions,2
C374097252,VELOCITY_SPIKE,1625652.0499999998,Sender exceeds 95th percentile threshold across 2 transactions,2
C386037606,VELOCITY_SPIKE,6843419.1,Sender exceeds 95th percentile threshold across 2 transactions,2
C389626503,VELOCITY_SPIKE,1058620.8900000001,Sender exceeds 95th percentile threshold across 2 transactions,2
C397528925,VELOCITY_SPIKE,1518566.9100000001,Sender exceeds 95th percentile threshold across 2 transactions,2
C402179883,VELOCITY_SPIKE,997899.1000000001,Sender exceeds 95th percentile threshold across 2 transactions,2
C40253038,VELOCITY_SPIKE,2129704.93,Sender exceeds 95th percentile threshold across 2 transactions,2
C406954872,VELOCITY_SPIKE,1292494.07,Sender exceeds 95th percentile threshold across 2 transactions,2
C414996926,VELOCITY_SPIKE,992567.28,Sender exceeds 95th percentile threshold across 2 transactions,2
C417961040,VELOCITY_SPIKE,1985210.81,Sender exceeds 95th percentile threshold across 2 transactions,2
C442810010,VELOCITY_SPIKE,4753687.699999999,Sender exceeds 95th percentile threshold across 2 transactions,2
C445118210,VELOCITY_SPIKE,3924447.46,Sender exceeds 95th percentile threshold across 2 transactions,2
C46529158,VELOCITY_SPIKE,1070668.88,Sender exceeds 95th percentile threshold across 2 transactions,2
C472638499,VELOCITY_SPIKE,1595353.74,Sender exceeds 95th percentile threshold across 2 transactions,2
C473570228,VELOCITY_SPIKE,1284505.0899999999,Sender exceeds 95th percentile threshold across 2 transactions,2
C510512793,VELOCITY_SPIKE,1014761.9700000001,Sender exceeds 95th percentile threshold across 2 transactions,2
C512937917,VELOCITY_SPIKE,1241060.08,Sender exceeds 95th percentile threshold across 2 transactions,2
C514772704,VELOCITY_SPIKE,1077977.21,Sender exceeds 95th percentile threshold across 2 transactions,2
C518383312,VELOCITY_SPIKE,5651844.88,Sender exceeds 95th percentile threshold across 2 transactions,2
C524686882,VELOCITY_SPIKE,3903011.87,Sender exceeds 95th percentile threshold across 2 transactions,2
C532903401,VELOCITY_SPIKE,2541225.48,Sender exceeds 95th percentile threshold across 2 transactions,2
C538927192,VELOCITY_SPIKE,2898677.24,Sender exceeds 95th percentile threshold across 2 transactions,2
C545315117,VELOCITY_SPIKE,2482103.4699999997,Sender exceeds 95th percentile threshold across 2 transactions,2
C554925674,VELOCITY_SPIKE,10020916.14,Sender exceeds 95th percentile threshold across 2 transactions,2
C555328293,VELOCITY_SPIKE,956212.37,Sender exceeds 95th percentile threshold across 2 transactions,2
C556282163,VELOCITY_SPIKE,1890924.5499999998,Sender exceeds 95th percentile threshold across 2 transactions,2
C559974438,VELOCITY_SPIKE,996788.36,Sender exceeds 95th percentile threshold across 2 transactions,2
C569000276,VELOCITY_SPIKE,1063167.1,Sender exceeds 95th percentile threshold across 2 transactions,2
C580355387,VELOCITY_SPIKE,1073842.12,Sender exceeds 95th percentile threshold across 2 transactions,2
C58156835,VELOCITY_SPIKE,1184481.57,Sender exceeds 95th percentile threshold across 2 transactions,2
C61156357,VELOCITY_SPIKE,1070618.41,Sender exceeds 95th percentile threshold across 2 transactions,2
C613232603,VELOCITY_SPIKE,2307547.5500000003,Sender exceeds 95th percentile threshold across 2 transactions,2
C629989991,VELOCITY_SPIKE,2601282.95,Sender exceeds 95th percentile threshold across 2 transactions,2
C635739031,VELOCITY_SPIKE,2199793.63,Sender exceeds 95th percentile threshold across 2 transactions,2
C640806491,VELOCITY_SPIKE,6751538.0,Sender exceeds 95th percentile threshold across 2 transactions,2
C683822340,VELOCITY_SPIKE,1175909.31,Sender exceeds 95th percentile threshold across 2 transactions,2
C688001520,VELOCITY_SPIKE,1304593.85,Sender exceeds 95th percentile threshold across 2 transactions,2
C688384856,VELOCITY_SPIKE,1219932.56,Sender exceeds 95th percentile threshold across 2 transactions,2
C689292573,VELOCITY_SPIKE,992990.44,Sender exceeds 95th percentile threshold across 2 transactions,2
C706464557,VELOCITY_SPIKE,1004749.1000000001,Sender exceeds 95th percentile threshold across 2 transactions,2
C729186631,VELOCITY_SPIKE,1370339.4,Sender exceeds 95th percentile threshold across 2 transactions,2
C732074792,VELOCITY_SPIKE,1676987.52,Sender exceeds 95th percentile threshold across 2 transactions,2
C738183845,VELOCITY_SPIKE,1954369.71,Sender exceeds 95th percentile threshold across 2 transactions,2
C742024395,VELOCITY_SPIKE,1257056.58,Sender exceeds 95th percentile threshold across 2 transactions,2
C747405268,VELOCITY_SPIKE,1022598.29,Sender exceeds 95th percentile threshold across 2 transactions,2
C747895774,VELOCITY_SPIKE,1916858.19,Sender exceeds 95th percentile threshold across 2 transactions,2
C751509105,VELOCITY_SPIKE,5195635.75,Sender exceeds 95th percentile threshold across 2 transactions,2
C765653079,VELOCITY_SPIKE,1035849.37,Sender exceeds 95th percentile threshold across 2 transactions,2
C783102389,VELOCITY_SPIKE,1310539.46,Sender exceeds 95th percentile threshold across 2 transactions,2
C786410688,VELOCITY_SPIKE,985080.98,Sender exceeds 95th percentile threshold across 2 transactions,2
C788247672,VELOCITY_SPIKE,982759.4400000001,Sender exceeds 95th percentile threshold across 2 transactions,2
C788453602,VELOCITY_SPIKE,1427940.6,Sender exceeds 95th percentile threshold across 2 transactions,2
C796574716,VELOCITY_SPIKE,6648253.380000001,Sender exceeds 95th percentile threshold across 2 transactions,2
C800998684,VELOCITY_SPIKE,1144990.14,Sender exceeds 95th percentile threshold across 2 transactions,2
C806335750,VELOCITY_SPIKE,1166629.33,Sender exceeds 95th percentile threshold across 2 transactions,2
C809381301,VELOCITY_SPIKE,1005593.14,Sender exceeds 95th percentile threshold across 2 transactions,2
C811350853,VELOCITY_SPIKE,1836257.9300000002,Sender exceeds 95th percentile threshold across 2 transactions,2
C813633808,VELOCITY_SPIKE,2828165.88,Sender exceeds 95th percentile threshold across 2 transactions,2
C822433032,VELOCITY_SPIKE,1427755.62,Sender exceeds 95th percentile threshold across 2 transactions,2
C824465745,VELOCITY_SPIKE,2865082.69,Sender exceeds 95th percentile threshold across 2 transactions,2
C825938473,VELOCITY_SPIKE,992914.02,Sender exceeds 95th percentile threshold across 2 transactions,2
C826248877,VELOCITY_SPIKE,1221918.06,Sender exceeds 95th percentile threshold across 2 transactions,2
C831429917,VELOCITY_SPIKE,1170911.3699999999,Sender exceeds 95th percentile threshold across 2 transactions,2
C835179086,VELOCITY_SPIKE,1383467.21,Sender exceeds 95th percentile threshold across 2 transactions,2
C837729148,VELOCITY_SPIKE,1446466.3199999998,Sender exceeds 95th percentile threshold across 2 transactions,2
C882869563,VELOCITY_SPIKE,2351254.5900000003,Sender exceeds 95th percentile threshold across 2 transactions,2
C904671559,VELOCITY_SPIKE,1613349.5399999998,Sender exceeds 95th percentile threshold across 2 transactions,2
C906941844,VELOCITY_SPIKE,1813106.43,Sender exceeds 95th percentile threshold across 2 transactions,2
C925247406,VELOCITY_SPIKE,4642718.79,Sender exceeds 95th percentile threshold across 2 transactions,2
C925319155,VELOCITY_SPIKE,1086223.98,Sender exceeds 95th percentile threshold across 2 transactions,2
C953657514,VELOCITY_SPIKE,2344962.17,Sender exceeds 95th percentile threshold across 2 transactions,2
C958689035,VELOCITY_SPIKE,3465751.36,Sender exceeds 95th percentile threshold across 2 transactions,2
C971280471,VELOCITY_SPIKE,1889835.26,Sender exceeds 95th percentile threshold across 2 transactions,2
C977044321,VELOCITY_SPIKE,2010432.87,Sender exceeds 95th percentile threshold across 2 transactions,2
C998023735,VELOCITY_SPIKE,1455452.86,Sender exceeds 95th percentile threshold across 2 transactions,2
C1002018924,DORMANT_ACTIVITY,217695.29,Account dormant for 57 hours then reactivated with $217695.29,2
C10037435,DORMANT_ACTIVITY,392937.78,Account dormant for 167 hours then reactivated with $392937.78,2
C1004939913,DORMANT_ACTIVITY,733478.62,Account dormant for 250 hours then reactivated with $733478.62,2
C1005646800,DORMANT_ACTIVITY,156163.47,Account dormant for 163 hours then reactivated with $156163.47,2
C1006323448,DORMANT_ACTIVITY,356995.42,Account dormant for 232 hours then reactivated with $356995.42,2
C1007743787,DORMANT_ACTIVITY,333975.35,Account dormant for 361 hours then reactivated with $333975.35,2
C1014032942,DORMANT_ACTIVITY,397482.56,Account dormant for 296 hours then reactivated with $397482.56,2
C1015913959,DORMANT_ACTIVITY,138078.91,Account dormant for 50 hours then reactivated with $138078.91,2
C101617638,DORMANT_ACTIVITY,187367.79,Account dormant for 389 hours then reactivated with $187367.79,2
C1016949303,DORMANT_ACTIVITY,111820.18,Account dormant for 338 hours then reactivated with $111820.18,2
C1017098131,DORMANT_ACTIVITY,240548.97,Account dormant for 154 hours then reactivated with $240548.97,2
C1018801502,DORMANT_ACTIVITY,58900.54,Account dormant for 104 hours then reactivated with $58900.54,2
C1018923964,DORMANT_ACTIVITY,276948.37,Account dormant for 210 hours then reactivated with $276948.37,2
C1019109955,DORMANT_ACTIVITY,768770.02,Account dormant for 56 hours then reactivated with $768770.02,2
C102027291,DORMANT_ACTIVITY,116118.94,Account dormant for 181 hours then reactivated with $116118.94,2
C1021950674,DORMANT_ACTIVITY,1081815.77,Account dormant for 128 hours then reactivated with $1081815.77,2
C1022036948,DORMANT_ACTIVITY,241800.71,Account dormant for 114 hours then reactivated with $241800.71,2
C1024832177,DORMANT_ACTIVITY,72204.96,Account dormant for 255 hours then reactivated with $72204.96,2
C1024901714,DORMANT_ACTIVITY,631072.38,Account dormant for 222 hours then reactivated with $631072.38,2
C1026555707,DORMANT_ACTIVITY,452760.89,Account dormant for 260 hours then reactivated with $452760.89,2
C1027648259,DORMANT_ACTIVITY,141613.07,Account dormant for 261 hours then reactivated with $141613.07,2
C102857956,DORMANT_ACTIVITY,193545.5,Account dormant for 95 hours then reactivated with $193545.5,2
C1028766280,DORMANT_ACTIVITY,89734.75,Account dormant for 65 hours then reactivated with $89734.75,2
C1029332454,DORMANT_ACTIVITY,358067.41,Account dormant for 314 hours then reactivated with $358067.41,2
C1029713918,DORMANT_ACTIVITY,673136.61,Account dormant for 170 hours then reactivated with $673136.61,2
C1031096440,DORMANT_ACTIVITY,87655.72,Account dormant for 144 hours then reactivated with $87655.72,2
C1031385483,DORMANT_ACTIVITY,375499.68,Account dormant for 381 hours then reactivated with $375499.68,2
C1032743158,DORMANT_ACTIVITY,72953.75,Account dormant for 97 hours then reactivated with $72953.75,2
C1037444987,DORMANT_ACTIVITY,218761.85,Account dormant for 686 hours then reactivated with $218761.85,2
C1042819460,DORMANT_ACTIVITY,211833.23,Account dormant for 212 hours then reactivated with $211833.23,2
C1043640664,DORMANT_ACTIVITY,71516.85,Account dormant for 334 hours then reactivated with $71516.85,2
C1044583544,DORMANT_ACTIVITY,64090.06,Account dormant for 332 hours then reactivated with $64090.06,2
C1044881927,DORMANT_ACTIVITY,79309.54,Account dormant for 66 hours then reactivated with $79309.54,2
C1046748928,DORMANT_ACTIVITY,224117.98,Account dormant for 38 hours then reactivated with $224117.98,2
C1048374464,DORMANT_ACTIVITY,134048.8,Account dormant for 183 hours then reactivated with $134048.8,2
C1049313798,DORMANT_ACTIVITY,215159.15,Account dormant for 141 hours then reactivated with $215159.15,2
C1050113130,DORMANT_ACTIVITY,254259.6,Account dormant for 258 hours then reactivated with $254259.6,2
C1052298245,DORMANT_ACTIVITY,236612.6,Account dormant for 87 hours then reactivated with $236612.6,2
C1057885315,DORMANT_ACTIVITY,78812.37,Account dormant for 50 hours then reactivated with $78812.37,2
C1060162321,DORMANT_ACTIVITY,174366.97,Account dormant for 303 hours then reactivated with $174366.97,2
C1060557726,DORMANT_ACTIVITY,94673.76,Account dormant for 296 hours then reactivated with $94673.76,2
C1060949051,DORMANT_ACTIVITY,120151.06,Account dormant for 69 hours then reactivated with $120151.06,2
C1061864407,DORMANT_ACTIVITY,83458.25,Account dormant for 76 hours then reactivated with $83458.25,2
C1062059549,DORMANT_ACTIVITY,493392.0,Account dormant for 317 hours then reactivated with $493392.0,2
C1063436237,DORMANT_ACTIVITY,120993.88,Account dormant for 355 hours then reactivated with $120993.88,2
